date,cat_col,average,minimum,maximum,total_sum,total_count
2021-09-11,Louisiana,6972.5,6073,7872,13945,2
2021-09-11,Michigan,9145,9145,9145,9145,1
2021-09-11,Minnesota,7992.5,7019,8966,15985,2
2021-09-11,Missouri,2931.25,80,6285,11725,4
2021-09-11,Nevada,4655.666666667,321,8317,13967,3
2021-09-11,New York,6504,5402,7445,45528,7
2021-09-11,North Carolina,9286,9286,9286,9286,1
2021-09-11,Ohio,4403.166666667,2666,6637,26419,6
2021-09-11,Pennsylvania,6914,6914,6914,13828,2
2021-09-11,South Carolina,7942,7942,7942,7942,1
2021-09-11,Tennessee,3980.666666667,3469,4938,11942,3
2021-09-11,Texas,4983,1431,9536,24915,5
2021-09-11,Virginia,3561.8,2791,4757,17809,5
2021-09-11,Washington,3558,3558,3558,3558,1
2021-09-11,West Virginia,2418,2418,2418,2418,1
2021-09-11,,,,,,7
2021-09-12,Alabama,7215.5,6679,7752,14431,2
2021-09-12,Arizona,9694,9694,9694,9694,1
2021-09-12,California,4756,1404,7574,19024,4
2021-09-12,District of Columbia,3901.75,1777,5696,15607,4
2021-09-12,Florida,3420,1657,4711,13680,4
2021-09-12,Georgia,5635.5,2565,8706,11271,2
2021-09-12,Illinois,4629.5,4501,4758,9259,2
2021-09-12,Indiana,3442.666666667,1142,4593,10328,3
2021-09-12,Iowa,6348,5276,7420,12696,2
2021-09-12,Kansas,6296,6296,6296,6296,1
2021-09-12,Maryland,6178,4708,7648,12356,2
2021-09-12,Massachusetts,8746.333333333,6631,9804,26239,3
2021-09-12,Minnesota,5995.833333333,1890,8439,35975,6
2021-09-12,Missouri,3289.666666667,462,8321,9869,3
2021-09-12,New York,2009.666666667,1347,3924,12058,6
2021-09-12,North Carolina,2115.5,294,3937,4231,2
2021-09-12,Ohio,6066.25,2640,8301,24265,4
2021-09-12,Pennsylvania,1813,109,5119,9065,5
2021-09-12,Texas,4690.25,15,9663,37522,8
2021-09-12,Virginia,6884,6884,6884,6884,1
2021-09-12,Washington,5024,1385,8663,10048,2
2021-09-12,Wisconsin,676,676,676,676,1
2021-09-12,,,,,,9
2021-09-13,Arizona,8332,8332,8332,8332,1
2021-09-13,California,6638.333333333,1054,8972,39830,6
2021-09-13,Colorado,3576,3576,3576,3576,1
2021-09-13,Connecticut,2436,2436,2436,2436,1
2021-09-13,District of Columbia,3857.75,1681,7261,15431,4
2021-09-13,Florida,3179.363636364,375,6772,34973,11
2021-09-13,Georgia,9351,9233,9469,18702,2
2021-09-13,Illinois,4581,4581,4581,9162,2
2021-09-13,Indiana,5367.666666667,2357,7478,16103,3
2021-09-13,Iowa,3547,3547,3547,3547,1
2021-09-13,Kansas,3884,2370,4641,11652,3
2021-09-13,Louisiana,3280.333333333,2108,4047,9841,3
2021-09-13,Maryland,9371,9371,9371,9371,1
2021-09-13,Massachusetts,7195,7195,7195,7195,1
2021-09-13,Michigan,1263,1263,1263,3789,3
2021-09-13,Minnesota,7566.5,6007,9126,15133,2
2021-09-13,Missouri,3282,2991,3864,9846,3
2021-09-13,Nebraska,6408,6408,6408,12816,2
2021-09-13,New York,3104.8,1086,9512,15524,5
2021-09-13,Ohio,6185.333333333,4925,7512,18556,3
2021-09-13,Pennsylvania,2828,2828,2828,2828,1
2021-09-13,South Carolina,2938.333333333,2409,3997,8815,3
2021-09-13,Tennessee,2046,2046,2046,2046,1
2021-09-13,Texas,3870.5,562,6348,15482,4
2021-09-13,Washington,2741.4,268,8015,13707,5
2021-09-13,,,,,,10
2021-09-14,Alabama,5924,2802,9116,35544,6
2021-09-14,Arizona,5922,4052,7792,11844,2
2021-09-14,California,6173.142857143,3571,7535,43212,7
2021-09-14,Colorado,5027.5,4367,5688,10055,2
2021-09-14,Connecticut,7046,7046,7046,7046,1
2021-09-14,Florida,3862.75,97,8121,30902,8
2021-09-14,Georgia,1634,194,4514,4902,3
2021-09-14,Illinois,4008,4008,4008,4008,1
2021-09-14,Kansas,7969.5,7362,9792,31878,4
2021-09-14,Kentucky,7781,7781,7781,7781,1
2021-09-14,Maryland,4061.5,657,7466,8123,2
2021-09-14,Michigan,2639.833333333,255,3449,15839,6
2021-09-14,Missouri,616,616,616,616,1
2021-09-14,New Jersey,6781.333333333,3610,8367,20344,3
2021-09-14,New York,5924,3380,8664,35544,6
2021-09-14,North Carolina,3634,2914,4354,7268,2
2021-09-14,Oklahoma,6797,3343,8524,20391,3
2021-09-14,Oregon,6236,6236,6236,6236,1
2021-09-14,Pennsylvania,4251,2575,5927,8502,2
2021-09-14,Texas,4321.833333333,1738,8891,25931,6
2021-09-14,Virginia,3783.5,164,7403,7567,2
2021-09-14,Washington,2529.75,464,4306,10119,4
2021-09-14,West Virginia,186,186,186,186,1
2021-09-14,Wisconsin,6741.5,5028,8455,13483,2
2021-09-14,,,,,,15
2021-09-15,Arizona,7969.5,5073,9486,31878,4
2021-09-15,Arkansas,8386,7725,9047,16772,2
2021-09-15,California,4694.5,58,8760,28167,6
2021-09-15,Colorado,2609.5,899,4320,5219,2
2021-09-15,District of Columbia,6440,6058,6822,12880,2
2021-09-15,Florida,3271.571428571,363,8374,22901,7
2021-09-15,Georgia,2722.5,909,5008,10890,4
2021-09-15,Indiana,8765,8765,8765,8765,1
2021-09-15,Kansas,3430.5,1154,5707,6861,2
2021-09-15,Maryland,3657.8,46,5175,18289,5
2021-09-15,Massachusetts,4760,4760,4760,4760,1
2021-09-15,Minnesota,5885,271,8692,17655,3
2021-09-15,Nebraska,4562,4562,4562,4562,1
2021-09-15,New York,1394,1394,1394,1394,1
2021-09-15,North Carolina,8011.5,6146,9877,16023,2
2021-09-15,Ohio,2372.666666667,429,6107,7118,3
2021-09-15,Pennsylvania,8391,8391,8391,8391,1
2021-09-15,Tennessee,9198,9198,9198,9198,1
2021-09-15,Texas,5126,1309,7915,66638,13
2021-09-15,West Virginia,9303,9303,9303,27909,3
2021-09-15,,,,,,6
2021-09-16,Alabama,5872.333333333,4808,6445,17617,3
2021-09-16,Arizona,9391,9391,9391,9391,1
2021-09-16,Arkansas,6397,6397,6397,6397,1
2021-09-16,California,4291.4,1978,6534,21457,5
2021-09-16,Colorado,1412,1412,1412,1412,1
2021-09-16,District of Columbia,9021,7532,9605,45105,5
2021-09-16,Florida,6367.5,4877,7019,25470,4
2021-09-16,Georgia,5091,1585,9048,25455,5
2021-09-16,Illinois,4994,3322,7175,14982,3
2021-09-16,Indiana,3465,3465,3465,3465,1
2021-09-16,Kansas,5784.333333333,3425,8529,17353,3
2021-09-16,Maryland,4225,4225,4225,4225,1
2021-09-16,Michigan,2980.25,1333,5418,11921,4
2021-09-16,Missouri,4364,2767,7558,13092,3
2021-09-16,New Jersey,6518,6518,6518,6518,1
2021-09-16,New Mexico,4020.5,624,7417,8041,2
2021-09-16,New York,6540.5,2488,9506,39243,6
2021-09-16,North Carolina,6072.666666667,5248,6485,18218,3
2021-09-16,Ohio,4043.8,3032,4946,20219,5
2021-09-16,Oklahoma,5079.75,1307,7280,20319,4
2021-09-16,Oregon,2995,1115,4875,17970,6
2021-09-16,Pennsylvania,5545.4,2200,9879,27727,5
2021-09-16,South Carolina,4208.5,3154,5263,8417,2
2021-09-16,Tennessee,3948.2,310,8848,19741,5
2021-09-16,Texas,5979.6,1360,9919,89694,15
2021-09-16,Utah,2313,2313,2313,2313,1
2021-09-16,Virginia,6663.5,5219,8108,13327,2
2021-09-16,West Virginia,3538.333333333,1586,5230,10615,3
2021-09-16,,,,,,15
2021-09-17,Alabama,6699.5,6111,7269,26798,4
2021-09-17,Alaska,2762,2762,2762,2762,1
2021-09-17,Arkansas,2083,2083,2083,2083,1
2021-09-17,California,5900.857142857,855,9915,41306,7
2021-09-17,Colorado,5896,3591,8201,11792,2
2021-09-17,District of Columbia,7507.333333333,5791,9259,22522,3
2021-09-17,Florida,4330.75,291,7966,34646,8
2021-09-17,Georgia,5487,5487,5487,5487,1
2021-09-17,Illinois,7303,7303,7303,14606,2
2021-09-17,Kansas,7978,7060,8896,15956,2
2021-09-17,Louisiana,2786,2786,2786,2786,1
2021-09-17,Maryland,4714,4714,4714,4714,1
2021-09-17,Massachusetts,6142,4074,8210,12284,2
2021-09-17,Minnesota,8496,8496,8496,8496,1
2021-09-17,Nebraska,2738.5,1833,3644,5477,2
2021-09-17,New Jersey,4243,2521,5965,8486,2
2021-09-17,New York,1094.5,462,1727,2189,2
2021-09-17,North Carolina,3237.5,2395,4080,6475,2
2021-09-17,Ohio,7937,3129,9562,31748,4
2021-09-17,Oklahoma,5045,1669,6733,15135,3
2021-09-17,Pennsylvania,3270.666666667,2246,5084,9812,3
2021-09-17,South Carolina,2123,2123,2123,2123,1
2021-09-17,Texas,1468.333333333,188,5119,8810,6
2021-09-17,Utah,9151,9151,9151,9151,1
2021-09-17,Virginia,3906.833333333,2889,4792,23441,6
2021-09-17,Washington,904,904,904,904,1
2021-09-17,,,,,,13
2021-09-18,Alabama,5386.333333333,3725,6217,16159,3
2021-09-18,Arizona,6716.333333333,3495,8327,20149,3
2021-09-18,California,4011.888888889,1143,6170,36107,9
2021-09-18,Colorado,6300.6,5183,7977,31503,5
2021-09-18,Connecticut,2237,2237,2237,4474,2
2021-09-18,District of Columbia,3669,1818,5904,14676,4
2021-09-18,Florida,4084,1089,8458,36756,9
2021-09-18,Georgia,8305,8305,8305,8305,1
2021-09-18,Idaho,6344,6344,6344,6344,1
2021-09-18,Illinois,4256.5,20,8369,25539,6
2021-09-18,Kentucky,5532,4596,6468,11064,2
2021-09-18,Maryland,9474,9474,9474,9474,1
2021-09-18,Nevada,1672,1672,1672,1672,1
2021-09-18,New York,6706.666666667,3946,8334,20120,3
2021-09-18,North Carolina,5630,360,8048,22520,4
2021-09-18,Oklahoma,3698,1927,7240,11094,3
2021-09-18,Oregon,9021,9021,9021,9021,1
2021-09-18,Pennsylvania,6254.2,3287,8428,31271,5
2021-09-18,South Carolina,5476,5476,5476,5476,1
2021-09-18,Texas,5963.4,1557,8030,29817,5
2021-09-18,Utah,1264,1264,1264,1264,1
2021-09-18,Virginia,3464.333333333,525,5035,20786,6
2021-09-18,Washington,2642.5,1442,3518,10570,4
2021-09-18,West Virginia,8686,8686,8686,8686,1
2021-09-18,Wisconsin,1767,1767,1767,3534,2
2021-09-18,,,,,,5
2021-09-19,Arkansas,9130,9130,9130,9130,1
2021-09-19,California,6422.5,1767,9373,51380,8
2021-09-19,Colorado,2659,2659,2659,5318,2
2021-09-19,Connecticut,1404.5,553,2256,2809,2
2021-09-19,District of Columbia,8214.5,7832,8597,32858,4
2021-09-19,Florida,3923.363636364,1153,8668,43157,11
2021-09-19,Georgia,1100,1100,1100,1100,1
2021-09-19,Indiana,1166,1166,1166,1166,1
2021-09-19,Kansas,9240,9240,9240,9240,1
2021-09-19,Louisiana,5266,5266,5266,5266,1
2021-09-19,Maryland,7991,7991,7991,7991,1
2021-09-19,Michigan,2834.5,1710,3959,5669,2
2021-09-19,Minnesota,2539.666666667,237,7145,7619,3
2021-09-19,Mississippi,3175,3175,3175,3175,1
2021-09-19,Missouri,8694,8694,8694,17388,2
2021-09-19,Nebraska,5315,5315,5315,5315,1
2021-09-19,Nevada,4234.333333333,3698,5307,12703,3
2021-09-19,New Jersey,1844.5,222,3467,3689,2
2021-09-19,New York,3075.5,1791,4009,12302,4
2021-09-19,North Carolina,3879,3879,3879,3879,1
2021-09-19,Ohio,295,295,295,295,1
2021-09-19,Oklahoma,1011,1011,1011,1011,1
2021-09-19,Oregon,5798,5798,5798,5798,1
2021-09-19,Pennsylvania,7140.333333333,4657,8382,21421,3
2021-09-19,South Carolina,987,987,987,1974,2
2021-09-19,Tennessee,3334,1381,5287,6668,2
2021-09-19,Texas,5570.555555556,2066,9065,50135,9
2021-09-19,Virginia,7925,4553,8864,39625,5
2021-09-19,Washington,4056.5,2971,5142,8113,2
2021-09-19,West Virginia,5697,5697,5697,5697,1
2021-09-19,Wisconsin,6836,4062,9610,13672,2
2021-09-19,,,,,,3
2021-09-20,Alabama,1711,1711,1711,1711,1
2021-09-20,California,4938.428571429,139,8981,34569,7
2021-09-20,Colorado,4836.5,3583,6090,9673,2
2021-09-20,District of Columbia,7173.833333333,4978,7897,43043,6
2021-09-20,Florida,2442.333333333,2013,2821,7327,3
2021-09-20,Illinois,6843,6843,6843,13686,2
2021-09-20,Indiana,6683.5,6661,6706,13367,2
2021-09-20,Iowa,4859.5,2371,7348,9719,2
2021-09-20,Kansas,3366,3366,3366,6732,2
2021-09-20,Louisiana,1590,1590,1590,3180,2
2021-09-20,Maryland,8580,8580,8580,8580,1
2021-09-20,Mississippi,3013,3013,3013,9039,3
2021-09-20,Missouri,5905.6,3529,9958,29528,5
2021-09-20,New Jersey,6962,6962,6962,13924,2
2021-09-20,New Mexico,5910,5910,5910,5910,1
2021-09-20,New York,5063.1,878,9546,50631,10
2021-09-20,North Carolina,6785,6785,6785,13570,2
2021-09-20,Ohio,5751.333333333,3160,8511,17254,3
2021-09-20,Oklahoma,3349,3349,3349,6698,2
2021-09-20,Oregon,4583,4583,4583,9166,2
2021-09-20,Pennsylvania,4512.5,775,9088,18050,4
2021-09-20,South Carolina,4644,4644,4644,4644,1
2021-09-20,South Dakota,8313,8313,8313,8313,1
2021-09-20,Tennessee,3696,3696,3696,3696,1
2021-09-20,Texas,6700.583333333,438,9630,80407,12
2021-09-20,Wisconsin,8126,8126,8126,8126,1
2021-09-20,,,,,,11
2021-09-21,Arizona,4379,3609,5149,8758,2
2021-09-21,California,3428.25,27,5387,13713,4
2021-09-21,Colorado,3056,2400,3712,6112,2
2021-09-21,District of Columbia,6027.5,4982,7572,24110,4
2021-09-21,Florida,3226.333333333,612,7379,19358,6
2021-09-21,Idaho,7903,7903,7903,7903,1
2021-09-21,Illinois,356,356,356,356,1
2021-09-21,Iowa,9869,9869,9869,19738,2
2021-09-21,Kansas,2981,2981,2981,2981,1
2021-09-21,Louisiana,2798.666666667,1356,4200,8396,3
2021-09-21,Massachusetts,3141,3141,3141,3141,1
2021-09-21,Michigan,7628,7628,7628,7628,1
2021-09-21,Minnesota,6600.75,429,9975,26403,4
2021-09-21,Missouri,5098,4441,5755,10196,2
2021-09-21,Nebraska,5775,5775,5775,5775,1
2021-09-21,Nevada,4909,4909,4909,4909,1
2021-09-21,New York,5284.666666667,4347,5767,15854,3
2021-09-21,North Carolina,4369,1216,7522,8738,2
2021-09-21,Ohio,4567.333333333,1984,6679,13702,3
2021-09-21,Pennsylvania,5282,4238,6560,21128,4
2021-09-21,South Carolina,384,384,384,384,1
2021-09-21,Tennessee,3053.333333333,1220,5462,9160,3
2021-09-21,Texas,4775.6,3574,6655,23878,5
2021-09-21,Virginia,6966.666666667,5482,7709,20900,3
2021-09-21,Washington,4332.5,1401,6018,17330,4
2021-09-21,West Virginia,4382,4382,4382,8764,2
2021-09-21,,,,,,8
2021-09-22,Alabama,3892.25,1237,8799,15569,4
2021-09-22,Arizona,6916,6916,6916,6916,1
2021-09-22,Arkansas,1571.75,620,4427,6287,4
2021-09-22,California,4033.8,1465,8947,20169,5
2021-09-22,Connecticut,6268,6268,6268,6268,1
2021-09-22,District of Columbia,5378,5378,5378,5378,1
2021-09-22,Florida,1994.833333333,1013,2936,11969,6
2021-09-22,Georgia,5923.666666667,3628,8174,17771,3
2021-09-22,Hawaii,6114,6114,6114,6114,1
2021-09-22,Illinois,4949,482,9416,9898,2
2021-09-22,Kentucky,5740.2,113,8195,28701,5
2021-09-22,Louisiana,4655,4655,4655,4655,1
2021-09-22,Massachusetts,861,861,861,1722,2
2021-09-22,Michigan,4343,34,9076,13029,3
2021-09-22,Minnesota,6614,6614,6614,13228,2
2021-09-22,Montana,93,93,93,93,1
2021-09-22,Nebraska,1235,1235,1235,1235,1
2021-09-22,Nevada,6406,4706,8106,12812,2
2021-09-22,New Jersey,8001,8001,8001,8001,1
2021-09-22,New York,6291.5,2733,8648,25166,4
2021-09-22,North Carolina,5344,2400,8828,26720,5
2021-09-22,Ohio,3265.5,1051,7101,13062,4
2021-09-22,Pennsylvania,5468.666666667,1852,7277,16406,3
2021-09-22,Tennessee,3240,1402,7455,16200,5
2021-09-22,Texas,6444.153846154,2632,8897,83774,13
2021-09-22,Utah,5056,5056,5056,5056,1
2021-09-22,Vermont,2935,2935,2935,2935,1
2021-09-22,Virginia,5494,4198,6790,10988,2
2021-09-22,Washington,2372,2372,2372,4744,2
2021-09-22,,,,,,14
2021-09-23,California,6624.875,1646,9961,105998,16
2021-09-23,Colorado,4609,2691,6527,9218,2
2021-09-23,Connecticut,6295.5,4152,8439,12591,2
2021-09-23,Florida,3844.6,2820,4916,19223,5
2021-09-23,Illinois,9049,9049,9049,18098,2
2021-09-23,Indiana,2447.5,2247,2648,4895,2
2021-09-23,Kansas,9825,9825,9825,9825,1
2021-09-23,Kentucky,5888,1808,9968,11776,2
2021-09-23,Louisiana,5053.5,2088,8019,10107,2
2021-09-23,Maryland,6560.5,4481,8640,13121,2
2021-09-23,Massachusetts,9112,9112,9112,9112,1
2021-09-23,Michigan,8291,8291,8291,16582,2
2021-09-23,Mississippi,7592,7592,7592,7592,1
2021-09-23,Nebraska,8706,8706,8706,8706,1
2021-09-23,Nevada,5056,5056,5056,5056,1
2021-09-23,New Hampshire,8630,8630,8630,8630,1
2021-09-23,New York,2489.5,1340,3639,4979,2
2021-09-23,North Carolina,5805,2286,9324,11610,2
2021-09-23,Ohio,6865,5937,7793,13730,2
2021-09-23,Oregon,505,505,505,505,1
2021-09-23,Pennsylvania,3678.5,2841,4516,7357,2
2021-09-23,South Carolina,1028,1028,1028,1028,1
2021-09-23,South Dakota,5000,5000,5000,5000,1
2021-09-23,Texas,5097.75,253,8712,40782,8
2021-09-23,Utah,9626,9626,9626,9626,1
2021-09-23,Vermont,5629,5629,5629,5629,1
2021-09-23,Virginia,6347.666666667,1917,8563,19043,3
2021-09-23,West Virginia,4533,4161,5419,18132,4
2021-09-23,,,,,,11
2021-09-24,Alabama,2345,166,4012,9380,4
2021-09-24,Arizona,2694.2,670,3894,13471,5
2021-09-24,California,4920.5,2886,8421,29523,6
2021-09-24,Colorado,5987.4,3265,7525,29937,5
2021-09-24,Connecticut,2956,2956,2956,2956,1
2021-09-24,District of Columbia,6690,6690,6690,6690,1
2021-09-24,Florida,2920.625,648,5358,23365,8
2021-09-24,Georgia,4510,1110,7910,9020,2
2021-09-24,Illinois,8831,8831,8831,8831,1
2021-09-24,Indiana,3375.5,1717,8351,13502,4
2021-09-24,Kansas,3656,3656,3656,3656,1
2021-09-24,Kentucky,6669,6669,6669,13338,2
2021-09-24,Louisiana,9108,9108,9108,9108,1
2021-09-24,Maryland,2867.5,2529,3206,5735,2
2021-09-24,Massachusetts,7491,7491,7491,7491,1
2021-09-24,Minnesota,5552.2,1763,8701,27761,5
2021-09-24,Missouri,3364,3364,3364,3364,1
2021-09-24,Nebraska,7047,7047,7047,7047,1
2021-09-24,New Hampshire,4215,4215,4215,4215,1
2021-09-24,New Mexico,9162,9162,9162,9162,1
2021-09-24,New York,8925.5,8676,9175,17851,2
2021-09-24,North Carolina,1028,1028,1028,1028,1
2021-09-24,Ohio,3520.25,1750,5827,14081,4
2021-09-24,Oklahoma,7740,7740,7740,7740,1
2021-09-24,Oregon,6858,6858,6858,6858,1
2021-09-24,Pennsylvania,4814.666666667,2426,6009,14444,3
2021-09-24,South Carolina,8981,8981,8981,8981,1
2021-09-24,Texas,4330,1368,9178,56290,13
2021-09-24,Utah,8701,8701,8701,8701,1
2021-09-24,Virginia,4438,4438,4438,4438,1
2021-09-24,Washington,8009,8009,8009,8009,1
2021-09-24,,,,,,10
2021-09-25,Alabama,5282.5,5160,5405,10565,2
2021-09-25,Alaska,8521,8521,8521,8521,1
2021-09-25,Arizona,8051,8051,8051,16102,2
2021-09-25,California,2426.875,169,6417,19415,8
2021-09-25,Florida,5534.75,603,8013,66417,12
2021-09-25,Georgia,6216.666666667,4330,9244,18650,3
2021-09-25,Kansas,6972,6972,6972,13944,2
2021-09-25,Louisiana,4617.6,3835,7276,23088,5
2021-09-25,Michigan,3055.25,2081,4906,12221,4
2021-09-25,Minnesota,6362,5721,7003,12724,2
2021-09-25,Missouri,3555.666666667,1473,5307,10667,3
2021-09-25,New Hampshire,401,401,401,1203,3
2021-09-25,New Jersey,6339.25,4902,8343,25357,4
2021-09-25,New Mexico,7576,7576,7576,7576,1
2021-09-25,New York,4460.25,1155,9382,17841,4
2021-09-25,North Carolina,6550.5,5516,8616,26202,4
2021-09-25,North Dakota,4706,4706,4706,4706,1
2021-09-25,Ohio,5910,4748,7072,11820,2
2021-09-25,Pennsylvania,3996.666666667,2841,8852,23980,6
2021-09-25,South Carolina,3663.5,1408,6432,14654,4
2021-09-25,Tennessee,6749,6749,6749,6749,1
2021-09-25,Texas,5453.142857143,2099,7778,38172,7
2021-09-25,Virginia,5414,2240,9312,21656,4
2021-09-25,Washington,6233,6233,6233,6233,1
2021-09-25,West Virginia,7443,6271,8615,14886,2
2021-09-25,Wisconsin,5651.25,1812,7335,22605,4
2021-09-25,,,,,,3
2021-09-26,Alabama,1836,161,3511,3672,2
2021-09-26,Arizona,2108,2108,2108,2108,1
2021-09-26,Arkansas,7681,7681,7681,7681,1
2021-09-26,California,4530.2,949,8357,45302,10
2021-09-26,Delaware,693,11,1375,1386,2
2021-09-26,Florida,3535.363636364,395,9534,38889,11
2021-09-26,Georgia,4642,354,8930,9284,2
2021-09-26,Illinois,2023,2023,2023,2023,1
2021-09-26,Indiana,4965.6,3893,7758,24828,5
2021-09-26,Kansas,898.5,544,1253,1797,2
2021-09-26,Kentucky,1404,1404,1404,1404,1
2021-09-26,Louisiana,4930.5,3573,6288,9861,2
2021-09-26,Massachusetts,6876,6876,6876,20628,3
2021-09-26,Minnesota,6873.5,6731,7016,27494,4
2021-09-26,Missouri,6925.25,6184,8575,27701,4
2021-09-26,Montana,8194,8194,8194,8194,1
2021-09-26,Nebraska,1177,1177,1177,1177,1
2021-09-26,Nevada,7753,7753,7753,7753,1
2021-09-26,New York,7963,7963,7963,7963,1
2021-09-26,Ohio,6292,6292,6292,12584,2
2021-09-26,Pennsylvania,7573.666666667,4501,9916,22721,3
2021-09-26,Tennessee,7100.75,1523,9496,28403,4
2021-09-26,Texas,6294.166666667,921,9961,37765,6
2021-09-26,Utah,5197,1914,8480,10394,2
2021-09-26,Virginia,825,825,825,825,1
2021-09-26,Washington,3433.6,2874,3860,17168,5
2021-09-26,,,,,,8
2021-09-27,Arizona,4959,1005,9822,34713,7
2021-09-27,California,7547,6677,8417,15094,2
2021-09-27,Colorado,774,774,774,774,1
2021-09-27,Delaware,4641,4641,4641,4641,1
2021-09-27,District of Columbia,5530.166666667,2625,6632,33181,6
2021-09-27,Florida,5161,4049,6273,10322,2
2021-09-27,Georgia,3671.666666667,2907,5201,11015,3
2021-09-27,Illinois,9724.4,9716,9730,48622,5
2021-09-27,Indiana,5805.333333333,722,8347,17416,3
2021-09-27,Iowa,6076,1103,9909,18228,3
2021-09-27,Kansas,4404,1524,7284,8808,2
2021-09-27,Louisiana,5927.333333333,4629,7358,17782,3
2021-09-27,Maryland,4428,208,8648,8856,2
2021-09-27,Massachusetts,9088,8901,9275,18176,2
2021-09-27,Michigan,4626.6,2063,9073,23133,5
2021-09-27,Missouri,4127.666666667,3161,5792,12383,3
2021-09-27,Nebraska,5060,5060,5060,10120,2
2021-09-27,Nevada,6703,6703,6703,6703,1
2021-09-27,New Hampshire,1465,1465,1465,1465,1
2021-09-27,New Jersey,6548.333333333,4734,8146,19645,3
2021-09-27,New York,4084.25,459,8376,16337,4
2021-09-27,North Carolina,7097.125,4278,8884,56777,8
2021-09-27,Ohio,4749.666666667,4683,4883,14249,3
2021-09-27,Pennsylvania,6661.5,4895,7567,26646,4
2021-09-27,South Dakota,8781,8781,8781,8781,1
2021-09-27,Texas,5418.5,3932,8651,32511,6
2021-09-27,Utah,8976,8976,8976,8976,1
2021-09-27,Virginia,6390,5461,7319,12780,2
2021-09-27,,,,,,11
2021-09-28,Alabama,4953.5,2034,8161,19814,4
2021-09-28,Alaska,6752.5,6061,7444,13505,2
2021-09-28,Arizona,5914.666666667,3876,7787,17744,3
2021-09-28,California,5051.846153846,207,8740,65674,13
2021-09-28,Colorado,7888,6788,8988,15776,2
2021-09-28,Connecticut,4369,4369,4369,8738,2
2021-09-28,Delaware,2173,2173,2173,2173,1
2021-09-28,District of Columbia,2896,2896,2896,2896,1
2021-09-28,Florida,5020.111111111,1346,8880,45181,9
2021-09-28,Georgia,5368,150,9828,21472,4
2021-09-28,Iowa,4273,4273,4273,4273,1
2021-09-28,Kentucky,2397,2397,2397,7191,3
2021-09-28,Louisiana,3856,3856,3856,3856,1
2021-09-28,Massachusetts,2230.5,563,3898,4461,2
2021-09-28,Michigan,1147,914,1846,4588,4
2021-09-28,Minnesota,3720,789,7779,18600,5
2021-09-28,Missouri,5821,5821,5821,5821,1
2021-09-28,Nebraska,2836,2052,4404,8508,3
2021-09-28,New York,6843.333333333,5964,7737,20530,3
2021-09-28,North Carolina,3691.5,1276,8886,14766,4
2021-09-28,Ohio,6147,920,9093,18441,3
2021-09-28,South Carolina,7812,7812,7812,7812,1
2021-09-28,Texas,4058,966,6820,16232,4
2021-09-28,Virginia,6775.666666667,4117,9502,20327,3
2021-09-28,Washington,6636,6182,7090,13272,2
2021-09-28,Wisconsin,9232,9232,9232,9232,1
2021-09-28,,,,,,5
2021-09-29,California,4348.571428571,299,9778,30440,7
2021-09-29,Connecticut,3171,3171,3171,9513,3
2021-09-29,District of Columbia,3736,3736,3736,3736,1
2021-09-29,Florida,6340,1199,9989,44380,7
2021-09-29,Hawaii,9348,9348,9348,9348,1
2021-09-29,Idaho,8204.666666667,6920,8847,24614,3
2021-09-29,Kansas,518,518,518,1036,2
2021-09-29,Maryland,4126.5,3214,5039,8253,2
2021-09-29,Michigan,6900,6900,6900,6900,1
2021-09-29,Minnesota,8110.25,3765,9972,32441,4
2021-09-29,Missouri,9183.5,8879,9488,18367,2
2021-09-29,Montana,4306,4306,4306,4306,1
2021-09-29,Nebraska,3194,3194,3194,3194,1
2021-09-29,New York,3465.25,302,6766,13861,4
2021-09-29,North Carolina,4332.333333333,651,8039,12997,3
2021-09-29,Ohio,6789,4486,9092,13578,2
2021-09-29,Pennsylvania,975,975,975,2925,3
2021-09-29,South Carolina,3955.333333333,570,6018,11866,3
2021-09-29,South Dakota,4308,4308,4308,8616,2
2021-09-29,Tennessee,4855,4855,4855,4855,1
2021-09-29,Texas,3523.545454545,763,6089,38759,11
2021-09-29,Virginia,1031,1031,1031,1031,1
2021-09-29,Washington,2008.333333333,1507,2259,6025,3
2021-09-29,Wisconsin,8610,8610,8610,17220,2
2021-09-29,,,,,,12
2021-09-30,Alabama,5830.333333333,2666,7755,17491,3
2021-09-30,Arizona,8333,8333,8333,8333,1
2021-09-30,California,3468.8,3398,3516,17344,5
2021-09-30,Colorado,4868,4868,4868,4868,1
2021-09-30,Delaware,5205,5205,5205,5205,1
2021-09-30,District of Columbia,2893,2893,2893,5786,2
2021-09-30,Florida,3460.125,667,6336,27681,8
2021-09-30,Illinois,5436,5436,5436,5436,1
2021-09-30,Indiana,3840.5,2906,4775,7681,2
2021-09-30,Kansas,6037,6037,6037,6037,1
2021-09-30,Kentucky,4336,4336,4336,4336,1
2021-09-30,Louisiana,2167.5,381,3954,4335,2
2021-09-30,Minnesota,9469,9469,9469,9469,1
2021-09-30,Missouri,1841.666666667,222,5114,11050,6
2021-09-30,Montana,6143,6143,6143,6143,1
2021-09-30,Nebraska,9985,9985,9985,9985,1
2021-09-30,Nevada,5152,5152,5152,5152,1
2021-09-30,New Jersey,4288,4288,4288,4288,1
2021-09-30,New Mexico,3280,2759,3801,6560,2
